From_ID,To_ID,NearRank,From_attribute_0,From_ID_Orig,From_Latitude,From_Longitude,To_region,To_district,To_ward,To_latitude,To_longitude,To_bank_type,To_bank_name,To_weekend_trading,To_yr_started,To_yr_started_reformatted,Total_Kilometers
283,474,2,,819,-2.62811949,32.94880366,Mwanza,Ilemela,Igoma,-2.5405,32.96061,Commercial Bank,NBC Bank Limited,No,01/01/09,2009-1-01,9.77721721
284,368,1,,5137,-3.15257786,33.66195214,Shinyanga,Maswa,Nyalikungu,-3.1826,33.78071,Commercial Bank,National Microfinance Bank Plc,No,02/07/87,1987-7-01,13.61106489
284,190,2,,5137,-3.15257786,33.66195214,Shinyanga,Bariadi,Bariadi,-2.80544,33.98531,Commercial Bank,CRDB Bank Plc,No,20/09/12,2012-9-01,52.58978155
285,379,1,,3495,-7.48072998,36.47941805,Morogoro,Kilombero,Kidatu,-7.66169,36.9876,Commercial Bank,National Microfinance Bank Plc,No,01/08/00,2000-8-01,59.54455875
285,145,2,,3495,-7.48072998,36.47941805,Morogoro,Kilombero,Kidatu,-7.6627,36.98847,Commercial Bank,CRDB Bank Plc,No,01/07/10,2010-7-01,59.67251128
286,146,1,,3390,-8.3777153,31.97616998,Rukwa,Sumbawanga Urban,Katandala,-7.96714,31.61679,Commercial Bank,CRDB Bank Plc,Yes,10/05/96,1996-5-01,60.25160692
286,530,2,,3390,-8.3777153,31.97616998,Rukwa,Sumbawanga Urban,Katandala,-7.96457,31.6156,Commercial Bank,Tanzania Postal Bank,No,07/01/09,2009-1-01,60.55215511
287,502,1,,1632,-6.12629928,39.21921637,Zanzibar,Zanzibar,Bububu,-6.15897,39.19932,Commercial Bank,Peoples' Bank of Zanzibar Limited,Yes,12/07/12,2012-7-01,4.23122533
287,494,2,,1632,-6.12629928,39.21921637,Zanzibar,Zanzibar,Bububu,-6.15884,39.19744,Commercial Bank,Tanzania Postal Bank,No,11/04/06,2006-4-01,4.33121699
288,89,1,,4363,-7.94914934,35.78576812,Iringa,Iringa Urban,Gangilonga,-7.77669,35.69893,Commercial Bank,Barclays Bank (Tanzania) Limited,Yes,01/12/08,2008-12-01,21.34231346
288,365,2,,4363,-7.94914934,35.78576812,Iringa,Iringa Urban,Gangilonga,-7.77677,35.69846,Commercial Bank,National Microfinance Bank Plc,Yes,01/02/97,1997-2-01,21.35772098
289,146,1,,1779,-7.9791682,31.63668172,Rukwa,Sumbawanga Urban,Katandala,-7.96714,31.61679,Commercial Bank,CRDB Bank Plc,Yes,10/05/96,1996-5-01,2.56499662
289,530,2,,1779,-7.9791682,31.63668172,Rukwa,Sumbawanga Urban,Katandala,-7.96457,31.6156,Commercial Bank,Tanzania Postal Bank,No,07/01/09,2009-1-01,2.83000155
290,47,1,,778,-2.87564763,32.2467933,Mwanza,Geita,Kalangala,-2.87043,32.23758,Commercial Bank,Azania Bank Limited,Yes,15/01/08,2008-1-01,1.17564822
290,411,2,,778,-2.87564763,32.2467933,Mwanza,Geita,Kalangala,-2.8732,32.22879,Commercial Bank,National Microfinance Bank Plc,No,16/01/99,1999-1-01,2.01983049
291,189,1,,6981,-8.28876298,35.30634357,Iringa,Mufindi,Mafinga,-8.3004,35.30198,Commercial Bank,CRDB Bank Plc,Yes,11/11/10,2010-11-01,1.37387318
291,608,2,,6981,-8.28876298,35.30634357,Iringa,Mufindi,Mafinga,-8.30163,35.29572,Community Bank,Mufindi Community Bank,Yes,24/09/99,1999-9-01,1.84248739
292,138,1,,1283,-5.17310517,38.42293398,Tanga,Korogwe,Korogwe,-5.15813,38.44886,Commercial Bank,CRDB Bank Plc,Yes,14/03/08,2008-3-01,3.31733129
292,421,2,,1283,-5.17310517,38.42293398,Tanga,Korogwe,Korogwe,-5.15729,38.44849,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,3.32968351
293,412,1,,7136,-2.8596552,33.2832481,Mwanza,Misungwi,Misungwi,-2.83156,33.07785,Commercial Bank,National Microfinance Bank Plc,Yes,20/01/09,2009-1-01,23.04715054
293,413,2,,7136,-2.8596552,33.2832481,Mwanza,Magu,Kiloleni,-2.59167,33.44263,Commercial Bank,National Microfinance Bank Plc,No,10/01/07,2007-1-01,34.5281497
294,408,1,,6742,-10.56073435,39.17437209,Mtwara,Masasi,Masasi,-10.72288,38.81644,Commercial Bank,National Microfinance Bank Plc,Yes,04/10/97,1997-10-01,43.07540849
294,469,2,,6742,-10.56073435,39.17437209,Mtwara,Masasi,Masasi,-10.72298,38.81536,Commercial Bank,NBC Bank Limited,Yes,11/02/04,2004-2-01,43.18747076
295,12,1,,9287,-6.79419439,39.23190766,Dar es Salaam,Kinondoni,Manzese,-6.79884,39.23206,Commercial Bank,Advans Bank (Tanzania) Limited,No,27/04/12,2012-4-01,0.51402647
295,552,2,,9287,-6.79419439,39.23190766,Dar es Salaam,Kinondoni,Manzese,-6.79801,39.22897,Commercial Bank,Tanzania Postal Bank,Yes,01/01/09,2009-1-01,0.53245184
296,442,1,,1270,-4.55236309,34.84422053,Singida,Singida Urban,Ipembe,-4.81517,34.74944,Commercial Bank,NBC Bank Limited,Yes,07/02/08,2008-2-01,30.90570534
296,144,2,,1270,-4.55236309,34.84422053,Singida,Singida Urban,Ipembe,-4.81785,34.75296,Commercial Bank,CRDB Bank Plc,Yes,11/10/06,2006-10-01,31.05501607
297,430,1,,4164,-1.65027021,31.70678485,Kagera,Muleba,Muleba,-1.845,31.64795,Commercial Bank,National Microfinance Bank Plc,No,18/11/97,1997-11-01,22.50545694
297,601,2,,4164,-1.65027021,31.70678485,Kagera,Bukoba Urban,Birere,-1.33703,31.81703,Community Bank,Kagera Farmers Co-operative Bank,No,06/09/04,2004-9-01,36.74508644
298,413,1,,4567,-2.60259882,33.42144989,Mwanza,Magu,Kiloleni,-2.59167,33.44263,Commercial Bank,National Microfinance Bank Plc,No,10/01/07,2007-1-01,2.64728035
298,412,2,,4567,-2.60259882,33.42144989,Mwanza,Misungwi,Misungwi,-2.83156,33.07785,Commercial Bank,National Microfinance Bank Plc,Yes,20/01/09,2009-1-01,45.8337875
299,146,1,,2848,-8.35539143,31.83586901,Rukwa,Sumbawanga Urban,Katandala,-7.96714,31.61679,Commercial Bank,CRDB Bank Plc,Yes,10/05/96,1996-5-01,49.26091796
299,530,2,,2848,-8.35539143,31.83586901,Rukwa,Sumbawanga Urban,Katandala,-7.96457,31.6156,Commercial Bank,Tanzania Postal Bank,No,07/01/09,2009-1-01,49.57298795
300,48,1,,3357,-3.3588975,36.66105838,Arusha,Arusha,Sombetini,-3.37734,36.66253,Commercial Bank,Azania Bank Limited,Yes,25/01/11,2011-1-01,2.04588148
300,248,2,,3357,-3.3588975,36.66105838,Arusha,Arusha,Ngarenaro,-3.37536,36.67828,Commercial Bank,Equity bank (Tanzania) Limited,Yes,01/01/12,2012-1-01,2.64130335
301,284,1,,7748,-5.31109165,36.55736837,Manyara,Kiteto,Kibaya,-5.31378,36.5628,Commercial Bank,FINCA Tanzania Ltd,Yes,11/07/12,2012-7-01,0.67146884
301,316,2,,7748,-5.31109165,36.55736837,Manyara,Kiteto,Kibaya,-5.31632,36.56732,Commercial Bank,National Microfinance Bank Plc,Yes,25/10/97,1997-10-01,1.24541957
302,439,1,,9242,-4.87776781,31.58190005,Tabora,Urambo,Urambo,-5.07257,32.07051,Commercial Bank,National Microfinance Bank Plc,Yes,27/11/99,1999-11-01,58.31302959
302,121,2,,9242,-4.87776781,31.58190005,Tabora,Urambo,Urambo,-5.07638,32.07101,Commercial Bank,CRDB Bank Plc,Yes,21/05/12,2012-5-01,58.52123346
303,430,1,,3577,-1.75130931,31.61494174,Kagera,Muleba,Muleba,-1.845,31.64795,Commercial Bank,National Microfinance Bank Plc,No,18/11/97,1997-11-01,10.99160693
303,601,2,,3577,-1.75130931,31.61494174,Kagera,Bukoba Urban,Birere,-1.33703,31.81703,Community Bank,Kagera Farmers Co-operative Bank,No,06/09/04,2004-9-01,51.03117791
304,360,1,,8314,-10.40641478,39.16533731,Lindi,Ruangwa,Ruangwa,-10.0745,38.93625,Commercial Bank,National Microfinance Bank Plc,Yes,02/01/09,2009-1-01,44.47200827
304,353,2,,8314,-10.40641478,39.16533731,Lindi,Nachingwea,Nambambo,-10.36237,38.76124,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,44.51927705
305,499,1,,2084,-6.14181394,39.24162468,Zanzibar,Zanzibar,Mwanakwerekwe,-6.17699,39.22488,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,09/01/10,2010-1-01,4.30895021
305,502,2,,2084,-6.14181394,39.24162468,Zanzibar,Zanzibar,Bububu,-6.15897,39.19932,Commercial Bank,Peoples' Bank of Zanzibar Limited,Yes,12/07/12,2012-7-01,5.05217826
306,499,1,,6146,-6.13102389,39.30298799,Zanzibar,Zanzibar,Mwanakwerekwe,-6.17699,39.22488,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,09/01/10,2010-1-01,10.02887681
306,502,2,,6146,-6.13102389,39.30298799,Zanzibar,Zanzibar,Bububu,-6.15897,39.19932,Commercial Bank,Peoples' Bank of Zanzibar Limited,Yes,12/07/12,2012-7-01,11.88330377
307,278,1,,5846,-5.05634782,39.7262953,Tanga,Tanga,Central,-5.07023,39.10534,Commercial Bank,Exim Bank (Tanzania) Limited,Yes,02/10/03,2003-10-01,68.87358685
307,433,2,,5846,-5.05634782,39.7262953,Tanga,Tanga,Central,-5.0712,39.10258,Commercial Bank,National Microfinance Bank Plc,Yes,30/10/97,1997-10-01,69.18198214
308,133,1,,6799,-10.19675021,38.56411476,Lindi,Nachingwea,Nambambo,-10.3605,38.76145,Commercial Bank,CRDB Bank Plc,Yes,08/10/13,2013-10-01,28.2019696
308,534,2,,6799,-10.19675021,38.56411476,Lindi,Nachingwea,Nambambo,-10.36065,38.76135,Commercial Bank,Tanzania Postal Bank,Yes,01/08/12,2012-8-01,28.20422886
309,422,1,,2904,-3.37151275,36.67952618,Arusha,Arusha,Ngarenaro,-3.37495,36.68035,Commercial Bank,National Microfinance Bank Plc,Yes,25/11/07,2007-11-01,0.39094632
309,273,2,,2904,-3.37151275,36.67952618,Arusha,Arusha,Kati,-3.37528,36.67869,Commercial Bank,Exim Bank (Tanzania) Limited,Yes,17/12/07,2007-12-01,0.42680891
310,146,1,,4158,-8.5671212,32.1263051,Rukwa,Sumbawanga Urban,Katandala,-7.96714,31.61679,Commercial Bank,CRDB Bank Plc,Yes,10/05/96,1996-5-01,86.91425306
310,530,2,,4158,-8.5671212,32.1263051,Rukwa,Sumbawanga Urban,Katandala,-7.96457,31.6156,Commercial Bank,Tanzania Postal Bank,No,07/01/09,2009-1-01,87.21608273
311,384,1,,5872,-8.88365561,33.29386408,Mbeya,Mbeya Rural,Utengule Usongwe,-8.93526,33.34227,Commercial Bank,National Microfinance Bank Plc,Yes,01/08/10,2010-8-01,7.805113
311,197,2,,5872,-8.88365561,33.29386408,Mbeya,Mbeya Rural,Utengule Usongwe,-8.93587,33.35067,Commercial Bank,CRDB Bank Plc,Yes,10/12/10,2010-12-01,8.50795014
312,278,1,,7179,-5.05471446,39.72739885,Tanga,Tanga,Central,-5.07023,39.10534,Commercial Bank,Exim Bank (Tanzania) Limited,Yes,02/10/03,2003-10-01,69.00027168
312,433,2,,7179,-5.05471446,39.72739885,Tanga,Tanga,Central,-5.0712,39.10258,Commercial Bank,National Microfinance Bank Plc,Yes,30/10/97,1997-10-01,69.3089238
313,218,1,,8319,-10.91473292,38.27528972,Mtwara,Masasi,Masasi,-10.7309,38.80258,Commercial Bank,DCB Commercial Bank Plc,Yes,26/10/10,2010-10-01,61.14087485
313,205,2,,8319,-10.91473292,38.27528972,Mtwara,Masasi,Masasi,-10.7309,38.80265,Commercial Bank,CRDB Bank Plc,Yes,06/12/10,2010-12-01,61.14809162
314,323,1,,673,-9.36250517,34.79371868,Iringa,Njombe,Njombe Mjini,-9.34669,34.76963,Commercial Bank,National Microfinance Bank Plc,Yes,01/07/96,1996-7-01,3.1720157
314,122,2,,673,-9.36250517,34.79371868,Iringa,Njombe,Njombe Mjini,-9.33958,34.77022,Commercial Bank,CRDB Bank Plc,Yes,09/06/10,2010-6-01,3.61836401
315,401,1,,3526,-10.84776068,39.69934103,Mtwara,Tandahimba,Tandahimba,-10.7685,39.63182,Commercial Bank,National Microfinance Bank Plc,Yes,07/08/95,1995-8-01,11.46246169
315,492,2,,3526,-10.84776068,39.69934103,Mtwara,Mtwara Urban,Vigaeni,-10.27624,40.18235,Commercial Bank,Tanzania Postal Bank,Yes,05/10/08,2008-10-01,82.40670804
316,48,1,,1471,-3.3869957,36.67060159,Arusha,Arusha,Sombetini,-3.37734,36.66253,Commercial Bank,Azania Bank Limited,Yes,25/01/11,2011-1-01,1.39447543
316,248,2,,1471,-3.3869957,36.67060159,Arusha,Arusha,Ngarenaro,-3.37536,36.67828,Commercial Bank,Equity bank (Tanzania) Limited,Yes,01/01/12,2012-1-01,1.5438765
317,499,1,,3948,-6.17156538,39.22342265,Zanzibar,Zanzibar,Mwanakwerekwe,-6.17699,39.22488,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,09/01/10,2010-1-01,0.62119952
317,500,2,,3948,-6.17156538,39.22342265,Zanzibar,Zanzibar,Maungani,-6.17152,39.19838,Commercial Bank,Peoples' Bank of Zanzibar Limited,Yes,08/01/11,2011-1-01,2.77169537
318,51,1,,826,-3.37151034,36.68294249,Arusha,Arusha,Levolosi,-3.37179,36.68471,Commercial Bank,Azania Bank Limited,Yes,13/12/06,2006-12-01,0.19884026
318,37,2,,826,-3.37151034,36.68294249,Arusha,Arusha,Kati,-3.37224,36.68458,Commercial Bank,Amana Bank Limited,Yes,10/05/13,2013-5-01,0.19905888
319,328,1,,6413,-5.70113997,34.49584349,Singida,Manyoni,Itigi,-5.69499,34.49939,Commercial Bank,National Microfinance Bank Plc,No,21/03/04,2004-3-01,0.78541048
319,325,2,,6413,-5.70113997,34.49584349,Singida,Manyoni,Manyoni,-5.74778,34.83752,Commercial Bank,National Microfinance Bank Plc,No,15/04/00,2000-4-01,38.19666514
320,497,1,,7069,-6.23988624,39.5290443,Zanzibar,Zanzibar,Fuoni Kibondeni,-6.41352,39.55512,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,06/05/11,2011-5-01,19.41731744
320,499,2,,7069,-6.23988624,39.5290443,Zanzibar,Zanzibar,Mwanakwerekwe,-6.17699,39.22488,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,09/01/10,2010-1-01,34.37323138
321,493,1,,6872,-2.47184118,32.38690731,Mwanza,Sengerema,Sengerema,-2.65021,32.64314,Commercial Bank,Tanzania Postal Bank,No,26/02/11,2011-2-01,34.65543035
321,437,2,,6872,-2.47184118,32.38690731,Mwanza,Sengerema,Sengerema,-2.65089,32.64353,Commercial Bank,National Microfinance Bank Plc,No,24/02/99,1999-2-01,34.73390547
322,161,1,,5611,-3.30273989,37.12636021,Kilimanjaro,Moshi Rural,Mamba Kaskazini,-3.33434,37.14559,Commercial Bank,CRDB Bank Plc,No,14/02/04,2004-2-01,4.09598857
322,471,2,,5611,-3.30273989,37.12636021,Kilimanjaro,Moshi Rural,Mamba Kaskazini,-3.33429,37.14645,Commercial Bank,NBC Bank Limited,No,15/08/96,1996-8-01,4.14199775
323,218,1,,9070,-10.78500557,38.61812398,Mtwara,Masasi,Masasi,-10.7309,38.80258,Commercial Bank,DCB Commercial Bank Plc,Yes,26/10/10,2010-10-01,21.0439708
323,205,2,,9070,-10.78500557,38.61812398,Mtwara,Masasi,Masasi,-10.7309,38.80265,Commercial Bank,CRDB Bank Plc,Yes,06/12/10,2010-12-01,21.05130884
324,153,1,,7493,-4.34980369,34.43451596,Singida,Iramba,Kiomboi,-4.28174,34.40757,Commercial Bank,CRDB Bank Plc,Yes,15/01/10,2010-1-01,8.09910782
324,344,2,,7493,-4.34980369,34.43451596,Singida,Iramba,Kiomboi,-4.27852,34.40684,Commercial Bank,National Microfinance Bank Plc,Yes,10/02/90,1990-2-01,8.46011793
325,334,1,,5014,-7.70105615,31.28275349,Rukwa,Nkansi,Namanyere,-7.50253,31.03958,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,34.67126744
325,332,2,,5014,-7.70105615,31.28275349,Rukwa,Sumbawanga Urban,Katandala,-7.95983,31.61096,Commercial Bank,National Microfinance Bank Plc,Yes,31/12/01,2001-12-01,46.14430529
326,437,1,,9114,-2.91245491,32.76671526,Mwanza,Sengerema,Sengerema,-2.65089,32.64353,Commercial Bank,National Microfinance Bank Plc,No,24/02/99,1999-2-01,32.002282
326,493,2,,9114,-2.91245491,32.76671526,Mwanza,Sengerema,Sengerema,-2.65021,32.64314,Commercial Bank,Tanzania Postal Bank,No,26/02/11,2011-2-01,32.08880493
327,558,1,,411,-6.53673181,38.99625437,Pwani,Bagamoyo,Dunda,-6.44655,38.90876,Commercial Bank,Tanzania Postal Bank,Yes,01/01/70,1970-1-01,13.89682997
327,393,2,,411,-6.53673181,38.99625437,Pwani,Bagamoyo,Dunda,-6.44641,38.90771,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,13.98900446
328,189,1,,5730,-8.04794301,35.46855488,Iringa,Mufindi,Mafinga,-8.3004,35.30198,Commercial Bank,CRDB Bank Plc,Yes,11/11/10,2010-11-01,33.41430322
328,608,2,,5730,-8.04794301,35.46855488,Iringa,Mufindi,Mafinga,-8.30163,35.29572,Community Bank,Mufindi Community Bank,Yes,24/09/99,1999-9-01,33.91061655
329,332,1,,880,-7.95012312,31.60317711,Rukwa,Sumbawanga Urban,Katandala,-7.95983,31.61096,Commercial Bank,National Microfinance Bank Plc,Yes,31/12/01,2001-12-01,1.37434478
329,443,2,,880,-7.95012312,31.60317711,Rukwa,Sumbawanga Urban,Katandala,-7.96276,31.61349,Commercial Bank,NBC Bank Limited,Yes,18/02/72,1972-2-01,1.80169682
330,163,1,,3599,-3.2902314,37.37396764,Kilimanjaro,Moshi Urban,Longuo,-3.31938,37.3285,Commercial Bank,CRDB Bank Plc,Yes,20/03/09,2009-3-01,5.99354877
330,610,2,,3599,-3.2902314,37.37396764,Kilimanjaro,Moshi Urban,Kilimanjaro,-3.3463,37.34505,Community Bank,Mwanga Rural Community Bank,Yes,02/11/12,2012-11-01,6.98338451
331,493,1,,6865,-2.46187548,32.38935031,Mwanza,Sengerema,Sengerema,-2.65021,32.64314,Commercial Bank,Tanzania Postal Bank,No,26/02/11,2011-2-01,35.07533604
331,437,2,,6865,-2.46187548,32.38935031,Mwanza,Sengerema,Sengerema,-2.65089,32.64353,Commercial Bank,National Microfinance Bank Plc,No,24/02/99,1999-2-01,35.15489605
332,403,1,,6714,-4.90621496,35.78076771,Dodoma,Kondoa,Kondoa Mjini,-4.90822,35.78931,Commercial Bank,National Microfinance Bank Plc,Yes,22/01/06,2006-1-01,0.97306477
332,198,2,,6714,-4.90621496,35.78076771,Dodoma,Kondoa,Kondoa Mjini,-4.90991,35.79084,Commercial Bank,CRDB Bank Plc,Yes,18/06/12,2012-6-01,1.18953515
333,153,1,,7864,-4.48112301,34.19247681,Singida,Iramba,Kiomboi,-4.28174,34.40757,Commercial Bank,CRDB Bank Plc,Yes,15/01/10,2010-1-01,32.49776226
333,344,2,,7864,-4.48112301,34.19247681,Singida,Iramba,Kiomboi,-4.27852,34.40684,Commercial Bank,National Microfinance Bank Plc,Yes,10/02/90,1990-2-01,32.68137991
334,337,1,,5148,-5.6188922,32.74549607,Tabora,Sikonge,Sikonge,-5.61082,32.74512,Commercial Bank,National Microfinance Bank Plc,Yes,12/09/01,2001-9-01,0.89363025
334,8,2,,5148,-5.6188922,32.74549607,Tabora,Tabora Urban,Kanyenye,-5.02295,32.80934,Commercial Bank,Accessbank (Tanzania) Limited,Yes,18/11/11,2011-11-01,66.28043365
335,401,1,,5408,-11.02966048,39.25608632,Mtwara,Tandahimba,Tandahimba,-10.7685,39.63182,Commercial Bank,National Microfinance Bank Plc,Yes,07/08/95,1995-8-01,50.21779324
335,408,2,,5408,-11.02966048,39.25608632,Mtwara,Masasi,Masasi,-10.72288,38.81644,Commercial Bank,National Microfinance Bank Plc,Yes,04/10/97,1997-10-01,58.8390481
336,394,1,,3060,-6.16703688,35.88922572,Dodoma,Dodoma Urban,Nzuguni,-6.14641,35.83213,Commercial Bank,National Microfinance Bank Plc,Yes,08/06/09,2009-6-01,6.71852792
336,571,2,,3060,-6.16703688,35.88922572,Dodoma,Dodoma Urban,Nzuguni,-6.14351,35.83026,Commercial Bank,TIB Development Bank,No,03/08/09,2009-8-01,7.02592152
337,499,1,,6758,-6.14582829,39.32852935,Zanzibar,Zanzibar,Mwanakwerekwe,-6.17699,39.22488,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,09/01/10,2010-1-01,11.97839061
337,498,2,,6758,-6.14582829,39.32852935,Zanzibar,Zanzibar,Mtoni,-6.19667,39.21155,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,01/06/12,2012-6-01,14.11522727
338,408,1,,7616,-10.64152692,38.84613551,Mtwara,Masasi,Masasi,-10.72288,38.81644,Commercial Bank,National Microfinance Bank Plc,Yes,04/10/97,1997-10-01,9.56715124
338,469,2,,7616,-10.64152692,38.84613551,Mtwara,Masasi,Masasi,-10.72298,38.81536,Commercial Bank,NBC Bank Limited,Yes,11/02/04,2004-2-01,9.61827892
339,218,1,,8254,-10.91407235,38.29116561,Mtwara,Masasi,Masasi,-10.7309,38.80258,Commercial Bank,DCB Commercial Bank Plc,Yes,26/10/10,2010-10-01,59.48156383
339,205,2,,8254,-10.91407235,38.29116561,Mtwara,Masasi,Masasi,-10.7309,38.80265,Commercial Bank,CRDB Bank Plc,Yes,06/12/10,2010-12-01,59.48875859
340,149,1,,2414,-7.11633272,37.80516688,Morogoro,Mvomero,Mzumbe,-6.92737,37.56952,Commercial Bank,CRDB Bank Plc,Yes,30/01/02,2002-1-01,33.38583198
340,150,2,,2414,-7.11633272,37.80516688,Morogoro,Morogoro Urban,Mbuyuni,-6.85183,37.65839,Commercial Bank,CRDB Bank Plc,Yes,29/09/08,2008-9-01,33.44694079
341,148,1,,620,-6.34200137,31.06302316,Rukwa,Mpanda,Kashaulili,-6.34465,31.06997,Commercial Bank,CRDB Bank Plc,Yes,17/08/11,2011-8-01,0.82253619
341,341,2,,620,-6.34200137,31.06302316,Rukwa,Mpanda,Kashaulili,-6.33951,31.07014,Commercial Bank,National Microfinance Bank Plc,Yes,27/08/74,1974-8-01,0.83423327
342,186,1,,3000,-3.34488751,37.57880964,Kilimanjaro,Moshi Rural,Marangu Magharibi,-3.28452,37.52281,Commercial Bank,CRDB Bank Plc,No,15/05/10,2010-5-01,9.12642691
342,391,2,,3000,-3.34488751,37.57880964,Kilimanjaro,Moshi Rural,Marangu Magharibi,-3.28403,37.52312,Commercial Bank,National Microfinance Bank Plc,No,20/01/08,2008-1-01,9.14277898
343,146,1,,2851,-8.3554669,31.83600023,Rukwa,Sumbawanga Urban,Katandala,-7.96714,31.61679,Commercial Bank,CRDB Bank Plc,Yes,10/05/96,1996-5-01,49.27527537
343,530,2,,2851,-8.3554669,31.83600023,Rukwa,Sumbawanga Urban,Katandala,-7.96457,31.6156,Commercial Bank,Tanzania Postal Bank,No,07/01/09,2009-1-01,49.58734109
344,368,1,,4819,-3.21026426,33.72567517,Shinyanga,Maswa,Nyalikungu,-3.1826,33.78071,Commercial Bank,National Microfinance Bank Plc,No,02/07/87,1987-7-01,6.83924456
344,190,2,,4819,-3.21026426,33.72567517,Shinyanga,Bariadi,Bariadi,-2.80544,33.98531,Commercial Bank,CRDB Bank Plc,No,20/09/12,2012-9-01,53.26266328
345,89,1,,668,-7.74840978,35.71653061,Iringa,Iringa Urban,Gangilonga,-7.77669,35.69893,Commercial Bank,Barclays Bank (Tanzania) Limited,Yes,01/12/08,2008-12-01,3.68121337
345,365,2,,668,-7.74840978,35.71653061,Iringa,Iringa Urban,Gangilonga,-7.77677,35.69846,Commercial Bank,National Microfinance Bank Plc,Yes,01/02/97,1997-2-01,3.71628261
346,339,1,,772,-3.2512244,30.90740879,Kigoma,Kibondo,Kibondo Mjini,-3.58551,30.71895,Commercial Bank,National Microfinance Bank Plc,Yes,24/01/90,1990-1-01,42.484799
346,420,2,,772,-3.2512244,30.90740879,Kagera,Ngara,Ngara Mjini,-2.50943,30.65881,Commercial Bank,National Microfinance Bank Plc,No,01/10/97,1997-10-01,86.55686342
347,491,1,,1421,-4.13167784,33.46936245,Tabora,Nzega,Nzega Mjini,-4.21839,33.19507,Commercial Bank,NIC Bank (Tanzania) Limited,Yes,18/02/04,2004-2-01,31.92748699
347,392,2,,1421,-4.13167784,33.46936245,Tabora,Nzega,Nzega Mjini,-4.21614,33.1867,Commercial Bank,National Microfinance Bank Plc,Yes,04/04/02,2002-4-01,32.74326442
348,604,1,,9325,-7.91077965,39.6702213,Pwani,Mafia,Kilindoni,-7.91269,39.66207,Community Bank,Mafia Community Bank,No,23/07/13,2013-7-01,0.923309
348,324,2,,9325,-7.91077965,39.6702213,Pwani,Mafia,Kilindoni,-7.91439,39.66146,Commercial Bank,National Microfinance Bank Plc,No,13/09/11,2011-9-01,1.04534039
349,339,1,,1061,-3.82655274,30.63726958,Kigoma,Kibondo,Kibondo Mjini,-3.58551,30.71895,Commercial Bank,National Microfinance Bank Plc,Yes,24/01/90,1990-1-01,28.15637681
350,28,1,,1590,-3.35432817,37.33341424,Kilimanjaro,Moshi Urban,Mawenzi,-3.3562,37.33849,Commercial Bank,Akiba Commercial Bank Limited,Yes,08/09/04,2004-9-01,0.60084536
350,536,2,,1590,-3.35432817,37.33341424,Kilimanjaro,Moshi Urban,Kilimanjaro,-3.35479,37.33935,Commercial Bank,Tanzania Postal Bank,Yes,17/06/98,1998-6-01,0.66161929
351,416,1,,311,-2.56211109,32.92308705,Mwanza,Ilemela,Nyakato,-2.53543,32.93826,Commercial Bank,National Microfinance Bank Plc,No,22/06/12,2012-6-01,3.39874808
351,417,2,,311,-2.56211109,32.92308705,Mwanza,Magu,Magu Mjini,-2.53468,32.94011,Commercial Bank,National Microfinance Bank Plc,Yes,29/06/12,2012-6-01,3.57552132
352,401,1,,3727,-10.71545873,39.99405957,Mtwara,Tandahimba,Tandahimba,-10.7685,39.63182,Commercial Bank,National Microfinance Bank Plc,Yes,07/08/95,1995-8-01,40.05433435
352,492,2,,3727,-10.71545873,39.99405957,Mtwara,Mtwara Urban,Vigaeni,-10.27624,40.18235,Commercial Bank,Tanzania Postal Bank,Yes,05/10/08,2008-10-01,52.77413048
353,368,1,,8355,-3.24441409,33.43333307,Shinyanga,Maswa,Nyalikungu,-3.1826,33.78071,Commercial Bank,National Microfinance Bank Plc,No,02/07/87,1987-7-01,39.20980505
353,570,2,,8355,-3.24441409,33.43333307,Shinyanga,Shinyanga Urban,Kambarage,-3.66953,33.42327,Commercial Bank,Tanzanian Postal Bank,No,02/12/13,2013-12-01,47.02190432
354,401,1,,2897,-10.68663251,39.59156717,Mtwara,Tandahimba,Tandahimba,-10.7685,39.63182,Commercial Bank,National Microfinance Bank Plc,Yes,07/08/95,1995-8-01,10.06931376
354,467,2,,2897,-10.68663251,39.59156717,Lindi,Lindi Urban,Msinjahili,-10.00154,39.71791,Commercial Bank,NBC Bank Limited,Yes,15/01/90,1990-1-01,77.031144
355,341,1,,1071,-6.33369813,31.07949901,Rukwa,Mpanda,Kashaulili,-6.33951,31.07014,Commercial Bank,National Microfinance Bank Plc,Yes,27/08/74,1974-8-01,1.21876405
355,531,2,,1071,-6.33369813,31.07949901,Rukwa,Mpanda,Kashaulili,-6.34332,31.07407,Commercial Bank,Tanzania Postal Bank,Yes,15/09/11,2011-9-01,1.22190194
