From_ID,To_ID,NearRank,From_attribute_0,From_ID_Orig,From_Latitude,From_Longitude,To_Point_Count,To_GRID_ID,To_AnalysisArea,Total_Kilometers
1820,28684,2,,5058,-6.59181932,38.55051898,1,HR-126,21.65063562,16.84681107
1821,48748,1,,1662,-3.34884474,37.46032663,2,GT-54,21.65063505,2.61263502
1821,48749,2,,1662,-3.34884474,37.46032663,17,GU-54,21.65063526,4.75173462
1822,38188,1,,1752,-5.18153755,39.09101864,30,IJ-92,21.65063528,5.54728821
1822,37350,2,,1752,-5.18153755,39.09101864,1,II-95,21.65063555,8.12313216
1823,11551,2,,5919,-9.43400964,33.94879846,2,DH-187,21.65063527,1.24948885
1824,38763,1,,7341,-4.98370979,39.8345455,13,JA-90,21.6506352,9.49232197
1824,38484,2,,7341,-4.98370979,39.8345455,4,JA-91,21.65063521,12.3777779
1825,38864,1,,4923,-4.8309237,32.88196355,182,CE-89,21.65063534,17.8538311
1825,38586,2,,4923,-4.8309237,32.88196355,115,CF-90,21.65063535,18.83046122
1826,22366,1,,5673,-7.85449105,31.17818427,2,AT-148,21.65063536,26.40264284
1826,23195,2,,5673,-7.85449105,31.17818427,38,AL-145,21.65063501,39.00993745
1827,54188,2,,2842,-2.50594185,32.01097446,4,BJ-34,21.65063521,1.15467692
1828,28149,2,,9375,-6.76923203,39.26271735,128,IO-128,21.65063553,0.00250372
1829,21640,2,,1389,-7.78394636,35.71232517,90,FA-151,21.65063545,1.22780825
1830,46801,1,,8394,-3.74107457,37.66209321,11,GZ-61,21.65063531,1.12834612
1830,46521,2,,8394,-3.74107457,37.66209321,5,GY-62,21.65063515,2.43552153
1831,46517,1,,8390,-3.69385657,37.42696343,1,GU-62,21.65063529,7.67780267
1831,46238,2,,8390,-3.69385657,37.42696343,6,GU-63,21.65063511,12.25412269
1832,40397,1,,1967,-4.69818641,38.11746414,1,HM-84,21.65063559,7.76379884
1832,40956,2,,1967,-4.69818641,38.11746414,2,HN-82,21.6506354,9.44130355
1833,18465,1,,7134,-8.37381543,31.71900172,8,AY-162,21.65063526,19.58246916
1833,16804,2,,7134,-8.37381543,31.71900172,5,BL-168,21.65063511,37.85579001
1834,5815,1,,5069,-10.41493853,38.80861575,50,IA-208,21.65063527,3.50350965
1834,6094,2,,5069,-10.41493853,38.80861575,7,IA-207,21.65063532,6.79512049
1835,54491,2,,1852,-2.41687505,32.93454726,38,CH-33,21.65063549,0.46834591
1836,60020,1,,6736,-1.56759663,30.88430404,1,AI-13,21.65063524,2.79220375
1836,59741,2,,6736,-1.56759663,30.88430404,4,AI-14,21.65063492,4.36554434
1837,14901,1,,9195,-8.97276973,33.95745361,2,DJ-175,21.6506353,9.29017651
1837,15181,2,,9195,-8.97276973,33.95745361,48,DK-174,21.6506355,13.52091118
1838,21113,2,,7441,-7.95008168,36.85676662,23,GF-153,21.65063521,6.88753049
1839,40616,1,,6881,-4.61927119,35.7665618,3,FE-83,21.65063528,11.5299589
1839,42008,2,,6881,-4.61927119,35.7665618,1,FB-78,21.6506352,13.53934569
1840,16804,1,,4352,-8.46723065,32.15864212,5,BL-168,21.65063511,13.54214937
1840,17926,2,,4352,-8.46723065,32.15864212,4,BR-164,21.65063492,14.04587256
1841,27031,2,,8586,-6.94864225,39.23157804,30,IM-132,21.65063558,0.33874015
1842,17118,2,,3419,-8.5713527,33.45150283,43,CU-167,21.65063543,3.49611119
1843,22366,1,,2703,-7.67917306,31.55862012,2,AT-148,21.65063536,21.70182643
1843,20699,2,,2703,-7.67917306,31.55862012,158,BA-154,21.65063544,26.58519611
1844,12672,1,,7920,-9.2993775,34.41981096,11,DM-183,21.65063574,30.75604363
1844,12130,2,,7920,-9.2993775,34.41981096,117,EC-185,21.65063553,33.32681829
1845,49007,2,,7350,-3.37243937,36.66534211,134,FZ-53,21.65063536,0.31326881
1846,36691,1,,8700,-5.22163596,35.17753527,3,EL-97,21.65063538,12.71631047
1846,36969,2,,8700,-5.22163596,35.17753527,4,EK-96,21.65063513,14.07124539
1847,42008,1,,7378,-4.56269376,35.67985409,1,FB-78,21.6506352,7.5651382
1847,42288,2,,7378,-4.56269376,35.67985409,5,FC-77,21.65063521,12.02339163
1848,4421,2,,7973,-10.7351655,38.80644381,2,IB-213,21.65063481,13.5478577
1849,39191,2,,1886,-4.90608241,34.673356,1,EA-88,21.6506354,2.74666627
1850,17670,1,,6306,-8.63383563,33.15021983,1,CO-165,21.650635,19.00488417
1850,17669,2,,6306,-8.63383563,33.15021983,31,CN-165,21.65063549,21.45164012
1851,53376,2,,5279,-2.66895778,32.98443336,55,CI-37,21.65063476,1.41645708
1852,23463,2,,7354,-7.37438373,30.62860664,2,AA-144,21.65063543,9.83395662
1853,15505,1,,9038,-8.82742296,36.25640298,33,FD-173,21.65063523,47.03968778
1853,16365,2,,9038,-8.82742296,36.25640298,18,GA-170,21.650635,50.01604915
1854,16525,1,,8183,-8.89732425,31.70063396,4,BL-169,21.65063534,47.1562994
1854,16804,2,,8183,-8.89732425,31.70063396,5,BL-168,21.65063511,50.58894125
1855,14887,1,,5389,-8.83285967,33.40918633,93,CV-175,21.65063527,3.53938817
1855,14886,2,,5389,-8.83285967,33.40918633,27,CU-175,21.65063558,4.19949414
1856,22366,1,,5249,-7.59471502,31.26967566,2,AT-148,21.65063536,6.85610049
1856,23195,2,,5249,-7.59471502,31.26967566,38,AL-145,21.65063501,25.8258356
1857,24869,1,,8670,-7.19037773,31.04651561,2,AL-139,21.65063538,2.57539774
1857,24591,2,,8670,-7.19037773,31.04651561,1,AM-140,21.65063514,10.06452243
1858,24788,2,,6960,-7.20481608,38.78072219,3,IB-140,21.65063515,5.97793273
1859,37622,2,,3708,-5.18110841,38.7913137,1,IB-94,21.65063498,0.88866057
1860,44789,1,,5953,-4.06150423,35.28433591,2,ES-68,21.65063484,6.90711775
1860,45067,2,,5953,-4.06150423,35.28433591,1,ER-67,21.65063567,7.51036323
1861,59467,2,,7870,-1.59300275,31.14136238,1,AN-15,21.65063502,1.33917708
1862,6094,1,,6105,-10.19542778,38.56352983,7,IA-207,21.65063532,24.37119897
1862,6933,2,,6105,-10.19542778,38.56352983,1,IC-204,21.65063535,27.35955018
1863,22366,1,,2820,-7.68371939,31.55703905,2,AT-148,21.65063536,21.62663809
1863,20699,2,,2820,-7.68371939,31.55703905,158,BA-154,21.65063544,26.11943635
1864,53937,1,,2984,-2.39263581,33.10305213,1,CL-35,21.65063566,13.11966918
1864,54214,2,,2984,-2.39263581,33.10305213,9,CJ-34,21.6506352,13.14749477
1865,16804,1,,7413,-8.54125165,31.90563264,5,BL-168,21.65063511,11.86984959
1865,16525,2,,7413,-8.54125165,31.90563264,4,BL-169,21.65063534,13.28720394
1866,14901,1,,9197,-8.9288871,33.97587202,2,DJ-175,21.6506353,4.04077966
1866,15181,2,,9197,-8.9288871,33.97587202,48,DK-174,21.6506355,8.42721467
1867,6409,1,,2358,-10.30875185,40.15059176,234,JK-206,21.65063534,1.29925789
1867,6408,2,,2358,-10.30875185,40.15059176,4,JJ-206,21.65063545,2.02603
1868,3781,2,,1418,-10.66790987,35.54083693,1,EX-215,21.65063533,1.49340264
1869,16525,1,,8422,-8.89644912,31.69115148,4,BL-169,21.65063534,47.89040104
1869,16804,2,,8422,-8.89644912,31.69115148,5,BL-168,21.65063511,51.26514474
1870,21919,2,,1675,-7.78405763,35.67833585,472,FA-150,21.65063554,0.0410982
1871,17670,1,,3763,-8.38671381,33.23056929,1,CO-165,21.650635,5.56560539
1871,17669,2,,3763,-8.38671381,33.23056929,31,CN-165,21.65063549,8.04456703
1872,4065,2,,1727,-10.70870822,35.80302914,1,FC-214,21.65063554,3.35766998
1873,22486,1,,4068,-7.46985621,36.12727223,8,FJ-148,21.65063523,19.07607655
1873,22207,2,,4068,-7.46985621,36.12727223,25,FJ-149,21.65063551,23.67922428
1874,49826,1,,7208,-2.94293039,36.23499722,1,FH-50,21.6506353,40.25304111
1874,49280,2,,7208,-2.94293039,36.23499722,26,FT-52,21.65063521,41.94429965
1875,32053,2,,7537,-6.17009043,39.20049557,3,IM-114,21.65063529,2.32364057
1876,43356,1,,430,-4.30112657,33.89113176,103,DG-73,21.65063531,0.43389771
1876,43084,2,,430,-4.30112657,33.89113176,2,DN-74,21.65063496,27.2834828
1877,54211,2,,254,-2.52570126,32.90273695,256,CG-34,21.65063558,0.61343737
1878,14607,2,,367,-8.9060495,33.40983477,162,CU-176,21.65063556,1.11933929
1879,49309,1,,3001,-3.34185703,37.57982725,4,GW-52,21.65063549,1.15129942
1879,49030,2,,3001,-3.34185703,37.57982725,77,GW-53,21.65063523,1.66310698
1880,27922,1,,6741,-5.97487624,29.85584974,6,V-128,21.65063478,101.01060604
1880,38240,2,,6741,-5.97487624,29.85584974,1,Q-91,21.65063521,103.52662007
1881,33358,2,,8999,-5.86117459,35.69591557,1,FA-109,21.65063535,2.23719374
1882,51728,1,,3159,-2.96031737,34.15183353,3,DI-43,21.65063526,18.05566158
1882,52287,2,,3159,-2.96031737,34.15183353,80,DJ-41,21.65063489,20.69694434
1883,6959,1,,2380,-10.17018381,39.85979265,1,JC-204,21.65063531,0.8867896
1883,6957,2,,2380,-10.17018381,39.85979265,1,JA-204,21.65063509,6.34584227
1884,54478,1,,6887,-2.46595544,32.38331909,4,BU-33,21.65063544,0.3586273
1884,54757,2,,6887,-2.46595544,32.38331909,1,BU-32,21.6506354,3.18374506
1885,37284,2,,7192,-5.34572018,36.43231872,7,FU-95,21.65063509,6.23743112
1886,14869,1,,6846,-9.02892742,32.46772513,6,CD-175,21.65063539,32.59172623
1886,14870,2,,6846,-9.02892742,32.46772513,2,CE-175,21.65063537,35.18859426
1887,46125,1,,4136,-3.7517141,33.13153238,15,CL-63,21.65063556,5.82470338
1887,45849,2,,4136,-3.7517141,33.13153238,19,CO-64,21.65063522,11.38774297
1888,60596,1,,6135,-1.48655673,31.60585466,4,BA-11,21.65063525,1.23494488
1888,60595,2,,6135,-1.48655673,31.60585466,2,AZ-11,21.65063529,1.86232869
1889,20521,2,,5808,-8.04824496,35.4686857,11,EX-155,21.65063571,11.7197562
1890,9142,1,,6774,-9.95376674,37.90306619,27,HF-196,21.65063511,12.27727147
1890,6094,2,,6774,-9.95376674,37.90306619,7,IA-207,21.65063532,100.76419467
1891,28136,2,,1813,-6.72040864,38.73745256,9,IB-128,21.65063544,2.04583073
1892,16525,1,,7480,-8.84778808,32.28054012,4,BL-169,21.65063534,35.65462767
1892,16804,2,,7480,-8.84778808,32.28054012,5,BL-168,21.65063511,39.34660225
1893,14869,1,,8123,-8.95197496,32.56632759,6,CD-175,21.65063539,18.96320111
1893,14870,2,,8123,-8.95197496,32.56632759,2,CE-175,21.65063537,21.95918806
1894,10434,1,,6632,-9.65692864,33.90285502,58,DG-191,21.65063557,1.92203415
1894,10713,2,,6632,-9.65692864,33.90285502,8,DG-190,21.65063558,6.71670256
1895,4439,1,,7347,-10.69710331,39.3986844,1,IT-213,21.65063551,14.67205845
1895,3044,2,,7347,-10.69710331,39.3986844,2,IT-218,21.65063546,15.423966
1896,43928,1,,4471,-4.0003351,34.53818953,1,DU-71,21.65063553,20.41080504
1896,43653,2,,4471,-4.0003351,34.53818953,4,DY-72,21.65063549,23.2790184
1897,20420,2,,1147,-7.95780912,31.61698261,102,BA-155,21.6506358,0.41686577
1898,48746,2,,5809,-3.37278142,37.33940838,47,GR-54,21.65063542,0.29659509
1899,6094,1,,6498,-10.24424389,38.25243351,7,IA-207,21.65063532,53.97818712
1899,5815,2,,6498,-10.24424389,38.25243351,50,IA-208,21.65063527,55.22790634
1900,30729,2,,1889,-6.33450644,31.06533548,6,AM-118,21.65063518,0.44115269
1901,27868,2,,13,-6.78407392,39.2386476,1328,IM-129,21.65063528,1.85998455
1902,51728,1,,2815,-2.98580278,34.19061823,3,DI-43,21.65063526,23.01032975
1902,52287,2,,2815,-2.98580278,34.19061823,80,DJ-41,21.65063489,25.75416103
1903,31735,1,,4330,-5.99995155,37.75638984,2,GZ-115,21.6506353,16.0353741
1903,32013,2,,4330,-5.99995155,37.75638984,37,GY-114,21.65063525,16.57123561
1904,38188,1,,1031,-5.1299747,39.10517686,30,IJ-92,21.65063528,1.21050439
1904,38468,2,,1031,-5.1299747,39.10517686,331,IK-91,21.65063506,2.34872357
1905,55018,1,,3149,-2.40332225,31.70888167,25,BC-31,21.65063511,0.75783533
1905,54740,2,,3149,-2.40332225,31.70888167,9,BD-32,21.65063529,1.88990548
1906,25832,1,,2426,-7.28868319,36.06077857,8,FH-136,21.65063517,20.40649272
1906,22486,2,,2426,-7.28868319,36.06077857,8,FJ-148,21.65063523,37.19847429
1907,48327,2,,5498,-3.46683901,31.89647109,31,BH-55,21.65063524,0.8511994
1908,56727,2,,6256,-2.10804078,33.07603825,10,CL-25,21.65063506,0.53586098
1909,15201,1,,3012,-8.86931612,34.95599437,321,EE-174,21.65063522,11.83499453
1909,14922,2,,3012,-8.86931612,34.95599437,5,EE-175,21.65063497,11.94690455
1910,6094,1,,5882,-10.20262632,38.61944452,7,IA-207,21.65063532,19.0361955
1910,6933,2,,5882,-10.20262632,38.61944452,1,IC-204,21.65063535,21.21564738
1911,31496,1,,7382,-6.37157554,39.46125379,48,IN-116,21.65063502,28.62271953
1911,31495,2,,7382,-6.37157554,39.46125379,41,IM-116,21.65063535,30.90943069
1912,54206,1,,7285,-2.31703411,32.68415471,4,CB-34,21.65063545,16.33930107
1912,53927,2,,7285,-2.31703411,32.68415471,1,CB-35,21.6506356,21.33944022
1913,13493,1,,3297,-9.15354077,33.48372675,1,CW-180,21.65063538,1.16929376
1913,13215,2,,3297,-9.15354077,33.48372675,6,CX-181,21.65063526,2.31662819
1914,15201,1,,2770,-8.8391133,34.80281372,321,EE-174,21.65063522,0.08897264
1914,14922,2,,2770,-8.8391133,34.80281372,5,EE-175,21.65063497,3.71638186
1915,21359,2,,2047,-7.84033808,35.63978662,4,EY-152,21.65063522,1.16738985
1916,12358,2,,1810,-9.29345589,32.7607802,8,CD-184,21.65063529,0.15265416
1917,11692,1,,7822,-9.4039531,39.59907492,2,IS-187,21.65063508,12.57120504
1917,10857,2,,7822,-9.4039531,39.59907492,1,IU-190,21.65063526,16.29875033
1918,43664,1,,5412,-4.18413573,35.01767587,45,EJ-72,21.65063531,0.01751211
1918,43945,2,,5412,-4.18413573,35.01767587,3,EL-71,21.65063557,6.56359399
1919,33621,1,,8494,-5.81164565,35.09782421,3,EK-108,21.65063523,3.90684347
1919,33899,2,,8494,-5.81164565,35.09782421,1,EJ-107,21.6506351,6.13150348
1920,32266,2,,478,-6.07854667,36.64696833,4,FY-113,21.65063534,0.23192655
1921,2476,1,,6595,-10.69726831,39.12994273,1,IJ-220,21.65063506,20.64395537
1921,4985,2,,6595,-10.69726831,39.12994273,14,IH-211,21.65063562,21.24531645
1922,32011,1,,7403,-5.93499408,37.27522373,4,GW-114,21.65063539,35.53494326
1922,35352,2,,7403,-5.93499408,37.27522373,9,GP-102,21.65063532,38.57500563
1923,42008,1,,4502,-4.50617204,35.60979004,1,FB-78,21.6506352,10.07219466
1923,42561,2,,4502,-4.50617204,35.60979004,21,EW-76,21.65063555,11.17448289
1924,49009,2,,2188,-3.36419601,36.71713351,51,GB-53,21.65063533,0.09614381
1925,12130,1,,1277,-9.47892487,34.64912616,117,EC-185,21.65063553,15.07245021
1925,11852,2,,1277,-9.47892487,34.64912616,60,ED-186,21.65063503,16.45347319
1926,22207,1,,5420,-8.06912826,36.01167677,25,FJ-149,21.65063551,39.13450558
1926,21641,2,,5420,-8.06912826,36.01167677,8,FB-151,21.65063515,41.85586073
1927,20521,1,,5394,-8.10383096,35.90286097,11,EX-155,21.65063571,37.2429564
1927,21641,2,,5394,-8.10383096,35.90286097,8,FB-151,21.65063515,37.56270878
1928,31496,2,,414,-6.21116527,39.21831061,48,IN-116,21.65063502,0.59087209
1929,26995,2,,2807,-6.92325745,37.77168887,5,HC-132,21.65063539,1.10678854
1930,6109,1,,8568,-10.4496792,39.41344471,8,IP-207,21.65063535,13.33617049
1930,6108,2,,8568,-10.4496792,39.41344471,24,IO-207,21.6506355,13.61429363
1931,37902,2,,3848,-5.19217026,38.76407632,66,IC-93,21.65063545,2.33662729
1932,35102,1,,5645,-5.68341484,38.41628632,3,HS-103,21.6506354,3.39959454
1932,35382,2,,5645,-5.68341484,38.41628632,1,HT-102,21.65063541,11.30690784
1933,49468,1,,1808,-3.27182381,32.79087039,16,CG-51,21.6506356,6.87497412
1933,48628,2,,1808,-3.27182381,32.79087039,3,CD-54,21.65063545,10.9360754
1934,35352,1,,7397,-5.55180469,37.33968845,9,GP-102,21.65063532,3.46933643
1934,36472,2,,7397,-5.55180469,37.33968845,5,GT-98,21.65063539,18.91602484
1935,5825,1,,8152,-10.36983032,39.2221,2,IK-208,21.65063504,4.64186619
1935,6108,2,,8152,-10.36983032,39.2221,24,IO-207,21.6506355,7.89230786
1936,31733,1,,4087,-6.17541689,37.60561207,11,GX-115,21.65063562,0.13079901
1936,32013,2,,4087,-6.17541689,37.60561207,37,GY-114,21.65063525,3.4012243
1937,42008,1,,1444,-4.46081814,35.68923181,1,FB-78,21.6506352,1.63669628
1937,42288,2,,1444,-4.46081814,35.68923181,5,FC-77,21.65063521,5.13026029
1938,38188,1,,1066,-5.12942178,39.10539838,30,IJ-92,21.65063528,1.20147484
1938,38468,2,,1066,-5.12942178,39.10539838,331,IK-91,21.65063506,2.28761683
1939,31496,2,,3053,-6.17312596,39.21257725,48,IN-116,21.65063502,1.3601271
1940,4061,2,,429,-10.6740279,35.64082844,45,EY-214,21.65063503,0.85622966
1941,51728,1,,3812,-2.97386842,34.27526512,3,DI-43,21.65063526,31.76356786
1941,53127,2,,3812,-2.97386842,34.27526512,1,DM-38,21.65063557,32.53801066
1942,20420,1,,1857,-8.01764493,31.60198151,102,BA-155,21.6506358,1.19417831
1942,20421,2,,1857,-8.01764493,31.60198151,2,BB-155,21.65063535,5.3643365
1943,12130,2,,7517,-9.33422195,34.76595944,117,EC-185,21.65063553,0.21183918
1944,38483,2,,5506,-5.05649198,39.72669476,21,IZ-91,21.65063537,0.09787267
1945,31495,2,,3196,-6.18511854,39.20901367,41,IM-116,21.65063535,1.01653968
1946,35792,1,,5587,-5.50986057,32.51041297,9,CB-100,21.65063529,16.25608118
1946,34957,2,,5587,-5.50986057,32.51041297,46,CD-103,21.6506351,26.68425576
1947,12410,1,,5294,-9.20348419,34.92671371,7,ED-184,21.65063508,15.23822615
1947,12131,2,,5294,-9.20348419,34.92671371,189,ED-185,21.65063486,17.90390776
1948,31496,1,,7246,-6.32594546,39.55003945,48,IN-116,21.65063502,34.56512174
1948,31775,2,,7246,-6.32594546,39.55003945,13,IN-115,21.65063535,36.95073572
1949,14869,1,,6839,-9.0290584,32.46760808,6,CD-175,21.65063539,32.61006995
1949,14870,2,,6839,-9.0290584,32.46760808,2,CE-175,21.65063537,35.20642503
1950,32011,2,,3844,-6.1393078,37.5905009,4,GW-114,21.65063539,1.01134579
1951,27865,2,,9379,-6.8165497,39.08610262,72,IJ-129,21.65063544,1.21938426
1952,2204,1,,5842,-10.99577437,39.43098503,1,IQ-221,21.65063538,1.7443697
1952,2203,2,,5842,-10.99577437,39.43098503,2,IP-221,21.65063501,6.75019651
1953,52758,1,,1112,-2.68254098,30.57807645,14,AA-39,21.65063581,4.5980577
1953,53312,2,,1112,-2.68254098,30.57807645,18,W-37,21.65063545,10.6224289
1954,32321,1,,5646,-5.76287057,38.70007079,1,IB-113,21.65063503,30.95548945
1954,35102,2,,5646,-5.76287057,38.70007079,3,HS-103,21.6506354,32.01404578
1955,14922,2,,2761,-8.84107175,34.81130512,5,EE-175,21.65063497,3.38626497
1956,29491,1,,5450,-6.359967,37.13744837,3,GN-123,21.65063533,15.9464222
1956,30331,2,,5450,-6.359967,37.13744837,8,GQ-120,21.65063519,18.56934505
1957,20521,2,,5594,-8.04482965,35.46936763,11,EX-155,21.65063571,11.44525827
1958,48708,1,,3804,-3.46820071,35.97525718,19,FF-54,21.65063529,11.11679412
1958,47877,2,,3804,-3.46820071,35.97525718,9,FL-57,21.65063521,13.89429385
1959,10431,1,,6956,-9.57214777,33.72437986,30,DD-191,21.650635,2.49585511
1959,10987,2,,6956,-9.57214777,33.72437986,2,DB-189,21.65063529,5.65709256
1960,4341,1,,1038,-10.59697171,35.6119839,13,EZ-213,21.6506354,1.3832995
1960,4062,2,,1038,-10.59697171,35.6119839,52,EZ-214,21.65063512,3.67271797
1961,45276,1,,8229,-3.97364367,32.64435514,1,BZ-66,21.65063569,3.51482224
1961,45555,2,,8229,-3.97364367,32.64435514,6,BZ-65,21.65063546,7.44970876
1962,3787,1,,6919,-11.40235124,36.43151357,1,FD-215,21.65063486,101.59357385
1962,4911,2,,6919,-11.40235124,36.43151357,3,FL-211,21.65063558,102.03580469
1963,25832,1,,2425,-7.28823646,36.06019062,8,FH-136,21.65063517,20.33208683
1963,22486,2,,2425,-7.28823646,36.06019062,8,FJ-148,21.65063523,37.24613718
1964,48061,2,,8795,-3.53582424,32.41703987,1,BU-56,21.65063564,0.93449836
1965,50863,1,,1376,-3.09978278,32.72349838,14,CG-46,21.65063553,15.2721959
1965,51141,2,,1376,-3.09978278,32.72349838,3,CF-45,21.65063516,15.35900589
1966,36808,2,,5133,-5.24607229,39.78143779,5,IY-97,21.65063539,14.97699406
1967,24022,1,,7684,-7.30766548,30.63628363,11,AB-142,21.65063529,4.46137695
1967,23463,2,,7684,-7.30766548,30.63628363,2,AA-144,21.65063543,17.23648415
1968,14596,1,,4316,-8.89869289,32.95794339,3,CJ-176,21.65063507,0.47144911
1968,14594,2,,4316,-8.89869289,32.95794339,3,CH-176,21.65063502,3.89254762
1969,8342,2,,1500,-9.95500474,39.33088467,2,IQ-199,21.65063518,4.12538255
1970,53941,2,,4858,-2.57204029,33.27118638,2,CP-35,21.65063559,3.66077415
1971,52565,1,,2408,-2.77323132,33.79479412,8,DI-40,21.6506357,16.53802241
1971,51727,2,,2408,-2.77323132,33.79479412,13,DH-43,21.65063515,17.47296676
1972,52272,1,,8792,-2.82283755,33.58098412,13,CU-41,21.65063582,14.56297883
1972,51437,2,,8792,-2.82283755,33.58098412,15,CW-44,21.65063544,14.8940307
1973,60020,1,,6771,-1.57527584,30.88822242,1,AI-13,21.65063524,2.7775379
1973,59741,2,,6771,-1.57527584,30.88822242,4,AI-14,21.65063492,3.56247449
1974,14038,2,,1542,-9.01147545,33.00564501,16,CJ-178,21.650635,0.34283414
1975,32894,1,,5317,-5.9495341,39.26010824,8,IQ-111,21.65063518,9.03462393
1975,32332,2,,5317,-5.9495341,39.26010824,4,IM-113,21.65063556,13.09822471
1976,39991,1,,4958,-5.05287386,33.49008337,14,CP-85,21.65063529,38.11231226
1976,39430,2,,4958,-5.05287386,33.49008337,4,CM-87,21.65063521,42.51552364
1977,42008,1,,1308,-4.46795867,35.69355082,1,FB-78,21.6506352,0.82731194
1977,42288,2,,1308,-4.46795867,35.69355082,5,FC-77,21.65063521,4.81443999
1978,6094,1,,6041,-10.21052153,38.61674096,7,IA-207,21.65063532,18.68985946
1978,6933,2,,6041,-10.21052153,38.61674096,1,IC-204,21.65063535,21.52151795
1979,27312,2,,8379,-6.87513698,39.26391746,571,IO-131,21.65063535,0.57272795
1980,61230,1,,5936,-1.4491544,34.58911284,4,DY-9,21.65063545,5.15605068
1980,60670,2,,5936,-1.4491544,34.58911284,42,DW-11,21.65063528,5.8889891
1981,27590,2,,162,-6.81551989,39.27301875,1256,IN-130,21.65063495,0.89538884
1982,48450,2,,1733,-3.42422049,36.69782033,15,GA-55,21.65063502,1.46185363
1983,42138,1,,4894,-4.4329829,30.02791736,1,I-77,21.65063543,10.22645768
1983,42979,2,,4894,-4.4329829,30.02791736,5,M-74,21.6506353,10.87045677
1984,31774,2,,2165,-6.16452276,39.22429477,161,IM-115,21.65063511,0.08452841
1985,48628,1,,1737,-3.21906774,32.69330779,3,CD-54,21.65063545,17.69991991
1985,49180,2,,1737,-3.21906774,32.69330779,32,BX-52,21.65063534,17.99101797
1986,12410,1,,5283,-9.20325106,34.92677335,7,ED-184,21.65063508,15.25673195
1986,12131,2,,5283,-9.20325106,34.92677335,189,ED-185,21.65063486,17.92486902
1987,12130,2,,482,-9.36171113,34.76703688,117,EC-185,21.65063553,0.32761844
1988,43406,1,,3393,-4.29153347,35.85871893,22,FE-73,21.65063503,0.32800834
1988,43404,2,,3393,-4.29153347,35.85871893,2,FC-73,21.65063559,8.17443083
1989,40616,1,,6914,-4.61926187,35.76657865,3,FE-83,21.65063528,11.52972897
1989,42008,2,,6914,-4.61926187,35.76657865,1,FB-78,21.6506352,13.53882975
1990,18282,1,,8201,-8.56097951,35.33662325,7,EQ-163,21.65063537,21.03113481
1990,18283,2,,8201,-8.56097951,35.33662325,2,ER-163,21.65063558,23.30023005
1991,53933,2,,310,-2.55935296,32.92419231,791,CH-35,21.65063522,0.44364195
1992,14869,1,,8126,-8.95186677,32.56622573,6,CD-175,21.65063539,18.96731311
1992,14870,2,,8126,-8.95186677,32.56622573,2,CE-175,21.65063537,21.96630332
1993,31496,2,,5620,-6.17329862,39.22520727,48,IN-116,21.65063502,0.13617459
1994,53655,2,,1785,-2.56574721,32.95624213,15,CI-36,21.65063529,1.35095919
1995,36969,1,,5356,-5.28269593,35.08732409,4,EK-96,21.65063513,2.00488554
1995,36691,2,,5356,-5.28269593,35.08732409,3,EL-97,21.65063538,3.64453802
1996,27310,2,,8892,-6.87864321,39.22713121,181,IM-131,21.65063517,0.4782239
1997,39567,2,,926,-4.89551728,38.57539965,10,HT-87,21.65063525,10.7455652
1998,32894,1,,6461,-6.09308532,39.42207058,8,IQ-111,21.65063518,10.56949813
1998,32054,2,,6461,-6.09308532,39.42207058,8,IN-114,21.65063533,17.28796684
1999,50321,1,,8315,-3.25357665,33.44016661,14,CW-48,21.65063517,11.07168078
1999,50037,2,,8315,-3.25357665,33.44016661,11,CR-49,21.65063511,15.16930817
2000,12936,2,,2798,-9.16336789,33.53899384,20,CX-182,21.65063513,0.25797913
2001,57560,2,,7113,-1.98090156,32.92060643,8,CH-22,21.65063495,1.48277231
1,49009,2,,2951,-3.31291068,36.70915256,51,GB-53,21.65063533,1.83997682
2,20904,2,,9326,-7.90920137,39.67030057,14,IX-154,21.65063529,0.19729198
3,6094,2,,4824,-10.36818449,38.76065937,7,IA-207,21.65063532,0.54153462
4,51963,2,,622,-2.87941318,32.23327204,149,BQ-42,21.65063525,0.10451411
5,24516,1,,9423,-7.37563045,38.97997648,21,II-141,21.65063521,5.91062865
5,24238,2,,9423,-7.37563045,38.97997648,1,IJ-142,21.65063525,9.46976441
6,6094,1,,5578,-10.24815543,38.69540035,7,IA-207,21.65063532,9.66151151
6,6933,2,,5578,-10.24815543,38.69540035,1,IC-204,21.65063535,13.77126028
7,14887,2,,973,-8.90557657,33.45583851,93,CV-175,21.65063527,1.33023759
8,53655,2,,797,-2.63287942,32.95087379,15,CI-36,21.65063529,1.07205784
9,27829,2,,517,-6.81367359,37.68465443,105,GZ-129,21.65063492,0.63161715
10,3325,1,,1776,-10.79156557,39.59222732,1,IV-217,21.6506351,0.00638405
10,3326,2,,1776,-10.79156557,39.59222732,5,IW-217,21.65063486,1.65382893
11,49002,1,,3091,-3.35377386,36.48595173,3,FU-53,21.65063501,0.72924727
11,49281,2,,3091,-3.35377386,36.48595173,1,FU-52,21.65063495,1.47183335
12,20420,1,,1800,-8.0504446,31.5032871,102,BA-155,21.6506358,11.4555427
12,20699,2,,1800,-8.0504446,31.5032871,158,BA-154,21.65063544,14.36093683
13,4911,2,,6605,-10.47313619,36.13489002,3,FL-211,21.65063558,0.95429517
